,Beijing,Haerbin,Jinan,Rongcheng,Taiyuan,XiAn,Chengdu,Nanjing,Jixi,Suzhou,Wenzhou,Changsha,Loudi,Nanchang,Meixian,Guilin,Guangzhou,Fuzhou,Xiamen
Suzhou_种,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.311,1.000,1.000,0.331,0.331,0.331,NaN,0.331,0.331,0.251,1.000
Wenzhou_种,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.311,1.000,1.000,0.331,0.331,0.331,NaN,0.331,0.331,0.251,1.000
Changsha_种 子,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.686,0.331,0.331,1.000,1.000,1.000,NaN,1.000,1.000,0.276,0.331
Loudi_种 子,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.686,0.331,0.331,1.000,1.000,1.000,NaN,1.000,1.000,0.276,0.331
Nanchang_种 子,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.686,0.331,0.331,1.000,1.000,1.000,NaN,1.000,1.000,0.276,0.331
Meixian_种 ?,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_种 子,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.686,0.331,0.331,1.000,1.000,1.000,NaN,1.000,1.000,0.276,0.331
Guangzhou_种 子,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.686,0.331,0.331,1.000,1.000,1.000,NaN,1.000,1.000,0.276,0.331
Fuzhou_子 子,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.392,0.251,0.251,0.276,0.276,0.276,NaN,0.276,0.276,1.000,0.251
Xiamen_种,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.311,1.000,1.000,0.331,0.331,0.331,NaN,0.331,0.331,0.251,1.000
Beijing_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_重,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Haerbin_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Jinan_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Rongcheng_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Taiyuan_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
XiAn_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Chengdu_巴,0.484,0.484,0.484,0.484,0.484,0.484,1.000,0.484,0.484,0.470,0.484,0.484,0.484,0.484,0.484,0.470,0.484,0.290,0.574
Nanjing_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Jixi_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Suzhou_捉,0.886,0.886,0.886,0.886,0.886,0.886,0.470,0.886,0.886,1.000,0.886,0.886,0.886,0.886,0.886,1.000,0.886,0.332,0.538
Wenzhou_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Changsha_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Loudi_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Nanchang_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Meixian_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Guilin_捉,0.886,0.886,0.886,0.886,0.886,0.886,0.470,0.886,0.886,1.000,0.886,0.886,0.886,0.886,0.886,1.000,0.886,0.332,0.538
Guangzhou_抓,1.000,1.000,1.000,1.000,1.000,1.000,0.484,1.000,1.000,0.886,1.000,1.000,1.000,1.000,1.000,0.886,1.000,0.355,0.569
Fuzhou_摣,0.355,0.355,0.355,0.355,0.355,0.355,0.290,0.355,0.355,0.332,0.355,0.355,0.355,0.355,0.355,0.332,0.355,1.000,0.437
Xiamen_掠,0.569,0.569,0.569,0.569,0.569,0.569,0.574,0.569,0.569,0.538,0.569,0.569,0.569,0.569,0.569,0.538,0.569,0.437,1.000
Beijing_爪,1.000,0.831,0.831,0.831,1.000,0.831,0.656,0.831,0.831,0.726,0.726,1.000,0.831,0.831,1.000,0.831,1.000,0.726,0.411
Haerbin_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Jinan_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Rongcheng_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Taiyuan_爪,1.000,0.831,0.831,0.831,1.000,0.831,0.656,0.831,0.831,0.726,0.726,1.000,0.831,0.831,1.000,0.831,1.000,0.726,0.411
XiAn_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Chengdu_爪 爪,0.656,0.767,0.767,0.767,0.656,0.767,1.000,0.767,0.767,0.690,0.690,0.656,0.767,0.767,0.656,0.767,0.656,0.690,0.303
Nanjing_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Jixi_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Suzhou_脚 爪,0.726,0.862,0.862,0.862,0.726,0.862,0.690,0.862,0.862,1.000,1.000,0.726,0.862,0.862,0.726,0.862,0.726,1.000,0.524
Wenzhou_脚 爪,0.726,0.862,0.862,0.862,0.726,0.862,0.690,0.862,0.862,1.000,1.000,0.726,0.862,0.862,0.726,0.862,0.726,1.000,0.524
Changsha_爪,1.000,0.831,0.831,0.831,1.000,0.831,0.656,0.831,0.831,0.726,0.726,1.000,0.831,0.831,1.000,0.831,1.000,0.726,0.411
Loudi_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Nanchang_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Meixian_爪,1.000,0.831,0.831,0.831,1.000,0.831,0.656,0.831,0.831,0.726,0.726,1.000,0.831,0.831,1.000,0.831,1.000,0.726,0.411
Guilin_爪 子,0.831,1.000,1.000,1.000,0.831,1.000,0.767,1.000,1.000,0.862,0.862,0.831,1.000,1.000,0.831,1.000,0.831,0.862,0.433
Guangzhou_爪,1.000,0.831,0.831,0.831,1.000,0.831,0.656,0.831,0.831,0.726,0.726,1.000,0.831,0.831,1.000,0.831,1.000,0.726,0.411
Fuzhou_脚 爪,0.726,0.862,0.862,0.862,0.726,0.862,0.690,0.862,0.862,1.000,1.000,0.726,0.862,0.862,0.726,0.862,0.726,1.000,0.524
Xiamen_五 爪 龙,0.411,0.433,0.433,0.433,0.411,0.433,0.303,0.433,0.433,0.524,0.524,0.411,0.433,0.433,0.411,0.433,0.411,0.524,1.000
Beijing_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Haerbin_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Jinan_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Rongcheng_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Taiyuan_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
XiAn_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Chengdu_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Nanjing_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Jixi_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Suzhou_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Wenzhou_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Changsha_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Loudi_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Nanchang_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Meixian_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Guilin_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Guangzhou_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Fuzhou_擺 𠲥,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN
Xiamen_转,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000
Beijing_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Haerbin_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Jinan_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Rongcheng_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Taiyuan_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
XiAn_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Chengdu_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Nanjing_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Jixi_行,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.578,0.602,0.602,0.602,0.602,1.000,1.000,0.602,1.000,1.000
Suzhou_跑,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.578,1.000,0.723,0.723,0.723,0.723,0.578,0.578,0.723,0.578,0.578
Wenzhou_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Changsha_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Loudi_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Nanchang_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Meixian_行,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.578,0.602,0.602,0.602,0.602,1.000,1.000,0.602,1.000,1.000
Guilin_行,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.578,0.602,0.602,0.602,0.602,1.000,1.000,0.602,1.000,1.000
Guangzhou_走,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,0.723,1.000,1.000,1.000,1.000,0.602,0.602,1.000,0.602,0.602
Fuzhou_行,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.578,0.602,0.602,0.602,0.602,1.000,1.000,0.602,1.000,1.000
Xiamen_行,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.578,0.602,0.602,0.602,0.602,1.000,1.000,0.602,1.000,1.000
Beijing_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Haerbin_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Jinan_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Rongcheng_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Taiyuan_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
XiAn_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Chengdu_嘴 巴,0.961,0.961,0.961,0.961,0.961,0.961,1.000,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.595,0.595
Nanjing_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Jixi_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Suzhou_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Wenzhou_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Changsha_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Loudi_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Nanchang_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Meixian_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Guilin_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Guangzhou_嘴,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.576,0.576
Fuzhou_喙,0.576,0.576,0.576,0.576,0.576,0.576,0.595,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,1.000,1.000
Xiamen_喙,0.576,0.576,0.576,0.576,0.576,0.576,0.595,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,1.000,1.000
Beijing_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Haerbin_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Jinan_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Rongcheng_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Taiyuan_左 面,0.956,0.956,0.956,0.956,1.000,0.956,0.600,0.956,0.956,1.000,0.956,0.956,0.817,0.956,0.606,0.956,0.956,0.436,0.411
XiAn_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Chengdu_左 手,0.584,0.584,0.584,0.584,0.600,0.584,1.000,0.584,0.584,0.600,0.584,0.584,0.548,0.584,0.442,0.584,0.584,0.233,0.424
Nanjing_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Jixi_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Suzhou_左 面,0.956,0.956,0.956,0.956,1.000,0.956,0.600,0.956,0.956,1.000,0.956,0.956,0.817,0.956,0.606,0.956,0.956,0.436,0.411
Wenzhou_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Changsha_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Loudi_左 手 边,0.784,0.784,0.784,0.784,0.817,0.784,0.548,0.784,0.784,0.817,0.784,0.784,1.000,0.784,0.520,0.784,0.784,0.421,0.327
Nanchang_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Meixian_左 边 儿,0.579,0.579,0.579,0.579,0.606,0.579,0.442,0.579,0.579,0.606,0.579,0.579,0.520,0.579,1.000,0.579,0.579,0.466,0.237
Guilin_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Guangzhou_左 边,1.000,1.000,1.000,1.000,0.956,1.000,0.584,1.000,1.000,0.956,1.000,1.000,0.784,1.000,0.579,1.000,1.000,0.418,0.378
Fuzhou_小 边,0.418,0.418,0.418,0.418,0.436,0.418,0.233,0.418,0.418,0.436,0.418,0.418,0.421,0.418,0.466,0.418,0.418,1.000,0.329
Xiamen_倒 片,0.378,0.378,0.378,0.378,0.411,0.378,0.424,0.378,0.378,0.411,0.378,0.378,0.327,0.378,0.237,0.378,0.378,0.329,1.000
Beijing_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_跪,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,1.000,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433
Suzhou_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_坐,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.433,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_腸 子,1.000,1.000,1.000,1.000,1.000,0.850,1.000,1.000,0.850,NaN,NaN,1.000,0.850,1.000,NaN,1.000,0.850,0.850,0.611
